04/26/2011,37%,24%,-39%
04/25/2011,8%,11%,-80%
04/22/2011,32%,0%,-68%
04/21/2011,34%,22%,44%
04/20/2011,0%,40%,-60%
04/19/2011,0%,51%,-49%
04/18/2011,0%,42%,-58%
04/15/2011,32%,52%,17%
04/14/2011,11%,6%,-83%
04/13/2011,24%,1%,75%
04/12/2011,40%,27%,-33%
04/11/2011,16%,63%,21%
04/08/2011,18%,0%,82%
04/07/2011,50%,24%,26%
04/06/2011,1%,47%,-52%
04/01/2011,35%,29%,36%
03/31/2011,9%,46%,45%
03/30/2011,10%,17%,-72%
03/29/2011,1%,10%,-89%
03/28/2011,19%,27%,-54%
03/25/2011,14%,40%,47%
03/24/2011,0%,69%,-31%
03/23/2011,15%,4%,82%
03/22/2011,47%,0%,53%
03/18/2011,73%,0%,27%
03/17/2011,0%,3%,-97%
03/16/2011,26%,59%,-15%
03/15/2011,0%,21%,-79%
03/14/2011,41%,44%,15%
03/11/2011,31%,33%,36%
03/10/2011,70%,23%,-7%
03/09/2011,11%,46%,43%
03/08/2011,15%,80%,-6%
03/07/2011,25%,27%,48%
03/04/2011,34%,40%,27%
03/03/2011,18%,28%,-54%
03/02/2011,0%,85%,-15%
03/01/2011,0%,59%,-41%
02/28/2011,9%,78%,-13%
02/25/2011,13%,49%,38%
02/24/2011,16%,0%,-84%
02/23/2011,60%,2%,38%
02/22/2011,24%,26%,-51%
02/21/2011,10%,2%,89%
02/18/2011,82%,8%,-10%
02/17/2011,24%,69%,7%
02/16/2011,15%,0%,85%
02/15/2011,35%,6%,59%
02/14/2011,24%,42%,34%
02/11/2011,67%,14%,19%
02/10/2011,13%,19%,69%
02/09/2011,14%,17%,69%
02/01/2011,50%,32%,18%
01/31/2011,16%,22%,62%
01/28/2011,0%,0%,100%
01/27/2011,15%,18%,67%
01/26/2011,35%,13%,52%
01/25/2011,0%,1%,-99%
01/24/2011,30%,28%,-42%
01/20/2011,93%,0%,7%
01/19/2011,1%,22%,77%
01/18/2011,0%,57%,-43%
01/17/2011,20%,37%,-42%
01/14/2011,62%,5%,-33%
01/13/2011,33%,51%,-16%
01/12/2011,30%,59%,11%
01/11/2011,1%,87%,-12%
01/10/2011,33%,24%,-42%
01/07/2011,42%,26%,-32%
01/06/2011,66%,29%,-5%
01/05/2011,81%,14%,-5%
01/04/2011,41%,1%,57%
12/31/2010,7%,0%,93%
12/30/2010,9%,34%,57%
12/29/2010,1%,0%,99%
12/28/2010,27%,18%,-55%
12/27/2010,54%,14%,-32%
12/24/2010,20%,57%,-23%
12/23/2010,47%,35%,-18%
12/22/2010,6%,18%,-76%
12/21/2010,0%,41%,-59%
12/20/2010,26%,72%,2%
12/17/2010,23%,1%,76%
12/16/2010,48%,0%,52%
12/15/2010,74%,3%,-24%
12/14/2010,36%,57%,7%
12/13/2010,10%,8%,82%
12/10/2010,18%,0%,82%
12/09/2010,29%,43%,-28%
12/08/2010,38%,18%,-43%
12/07/2010,12%,0%,88%
12/06/2010,25%,34%,-41%
12/03/2010,30%,21%,-50%
12/02/2010,36%,0%,-64%
12/01/2010,27%,43%,30%
11/30/2010,15%,69%,-16%
11/29/2010,29%,5%,66%
11/26/2010,18%,50%,-32%
11/25/2010,0%,29%,-71%
11/24/2010,42%,48%,9%
11/23/2010,6%,44%,49%
11/22/2010,31%,0%,69%
11/19/2010,14%,25%,61%
11/18/2010,36%,62%,2%
11/17/2010,70%,16%,14%
11/16/2010,55%,31%,-13%
11/15/2010,10%,10%,80%
11/12/2010,19%,38%,-43%
11/11/2010,44%,0%,-56%
11/10/2010,80%,7%,13%
11/09/2010,9%,87%,3%
11/08/2010,23%,5%,72%
11/05/2010,3%,57%,-41%
11/04/2010,19%,4%,77%
11/03/2010,65%,8%,-27%
11/02/2010,22%,11%,-67%
11/01/2010,38%,0%,62%
10/29/2010,25%,31%,44%
10/28/2010,2%,59%,-39%
10/27/2010,55%,11%,34%
10/26/2010,48%,46%,-5%
10/25/2010,46%,11%,43%
10/22/2010,31%,9%,59%
10/21/2010,11%,49%,41%
10/20/2010,72%,23%,-4%
10/19/2010,29%,7%,64%
10/18/2010,1%,42%,-58%
10/15/2010,0%,12%,-88%
10/14/2010,20%,40%,-40%
10/13/2010,0%,80%,-20%
10/12/2010,19%,50%,31%
10/11/2010,34%,58%,9%
10/08/2010,45%,1%,54%
09/30/2010,22%,27%,51%
09/29/2010,12%,3%,-85%
09/28/2010,84%,0%,16%
09/27/2010,17%,52%,31%
09/21/2010,70%,10%,20%
09/20/2010,33%,27%,-41%
09/17/2010,0%,20%,-80%
09/16/2010,4%,56%,40%
09/15/2010,12%,20%,-68%
09/14/2010,40%,39%,-21%
09/13/2010,8%,15%,77%
09/10/2010,24%,70%,6%
09/09/2010,26%,19%,-55%
09/08/2010,20%,45%,34%
09/07/2010,20%,45%,34%
09/06/2010,24%,11%,-66%
09/03/2010,39%,18%,43%
09/02/2010,52%,46%,-2%
09/01/2010,8%,7%,-85%
08/31/2010,62%,5%,33%
08/30/2010,22%,32%,46%
08/27/2010,14%,35%,51%
08/26/2010,36%,11%,53%
08/25/2010,32%,4%,63%
08/24/2010,24%,3%,73%
08/23/2010,42%,2%,56%
08/20/2010,72%,7%,-20%
08/19/2010,82%,2%,16%
08/18/2010,29%,19%,52%
08/17/2010,17%,5%,78%
08/16/2010,3%,15%,82%
08/13/2010,0%,81%,19%
08/12/2010,29%,12%,-59%
08/11/2010,62%,25%,13%
08/10/2010,4%,33%,-63%
08/09/2010,2%,58%,40%
08/06/2010,13%,18%,69%
08/05/2010,22%,0%,78%
08/04/2010,29%,69%,-2%
08/03/2010,0%,0%,-100%
08/02/2010,14%,28%,58%
07/30/2010,30%,44%,26%
07/29/2010,19%,10%,71%
07/28/2010,10%,0%,90%
07/27/2010,36%,24%,-39%
07/26/2010,31%,52%,17%
07/23/2010,5%,66%,-30%
07/22/2010,13%,25%,62%
07/21/2010,75%,20%,-5%
07/20/2010,23%,14%,63%
07/19/2010,7%,31%,62%
07/16/2010,15%,12%,72%
07/15/2010,23%,1%,-76%
07/14/2010,52%,11%,-37%
07/13/2010,0%,12%,-88%
07/12/2010,53%,37%,10%
07/09/2010,35%,20%,46%
07/08/2010,11%,35%,54%
07/07/2010,27%,56%,17%
07/06/2010,14%,3%,83%
07/05/2010,36%,41%,23%
07/02/2010,2%,86%,-12%
07/01/2010,51%,14%,-35%
06/30/2010,21%,21%,58%
06/29/2010,0%,10%,-90%
06/28/2010,21%,14%,-65%
06/25/2010,21%,35%,43%
06/24/2010,11%,76%,-13%
06/23/2010,1%,9%,90%
06/21/2010,1%,60%,39%
06/18/2010,9%,0%,-90%
06/17/2010,8%,0%,-92%
06/11/2010,16%,48%,-36%
06/10/2010,32%,15%,53%
06/09/2010,13%,53%,34%
06/08/2010,50%,7%,44%
06/07/2010,6%,13%,81%
06/04/2010,10%,46%,44%
06/03/2010,61%,0%,-39%
06/02/2010,2%,0%,98%
06/01/2010,8%,37%,-55%
05/31/2010,34%,6%,-60%
05/28/2010,9%,24%,-67%
05/27/2010,17%,26%,57%
05/26/2010,37%,18%,-46%
05/25/2010,57%,11%,31%
05/24/2010,16%,2%,82%
05/21/2010,16%,8%,76%
05/20/2010,69%,4%,-27%
05/19/2010,32%,1%,67%
05/18/2010,35%,45%,20%
05/17/2010,77%,0%,-23%
05/14/2010,29%,42%,28%
05/13/2010,4%,51%,45%
05/12/2010,10%,60%,-30%
05/11/2010,81%,11%,8%
05/10/2010,14%,11%,-75%
05/07/2010,41%,16%,-43%
05/06/2010,73%,8%,-19%
